1   Sam McMurray    Worker  003–103     7G03    "Homer's Odyssey"[34]
3   Frank Welker    Princess    043–308     8F06    "Lisa's Pony"[68]
3   Phil Hartman    Troy McClure    044–309     8F07    "Saturdays of Thunder"[69]
3   Larry McKay     Announcer   044–309     8F07    "Saturdays of Thunder"[70]
3   Aerosmith[E]    Themselves  045–310     8F08    "Flaming Moe's"[71]
3   Phil Hartman    Lionel Hutz     045–310     8F08    "Flaming Moe's"[72]
3   Phil Hartman    Horst
3   Sting   Himself     048–313     8F11    "Radio Bart"[74]
3   Phil Hartman    Troy McClure
3   Phil Hartman    Troy McClure    050–315     8F14    "Homer Alone"[76]
3   Wade Boggs  Himself     052–317     8F13    "Homer at the Bat"[77]
3   Jose Canseco    Himself     052–317     8F13    "Homer at the Bat"[77]
3   Roger Clemens   Himself     052–317     8F13    "Homer at the Bat"[77]
3   Terry Cashman   Sings "Talkin' Softball"    052–317     8F13    "Homer at the Bat"[77]
3   Ken Griffey, Jr.    Himself     052–317     8F13    "Homer at the Bat"[77]
3   Don Mattingly   Himself     052–317     8F13    "Homer at the Bat"[77]
3   Steve Sax   Himself     052–317     8F13    "Homer at the Bat"[77]
3   Mike Scioscia   Himself     052–317     8F13    "Homer at the Bat"[77]
3   Ozzie Smith     Himself     052–317     8F13    "Homer at the Bat"[77]
3   Darryl Strawberry   Himself     052–317     8F13    "Homer at the Bat"[77]
3   Steve Allen     Electronically altered voice of Bart    053–318     8F15    "Separate Vocations"[78]
3   Frank Welker    Santa's Little Helper   054–319     8F17    "Dog of Death"[79]
3   Beverly D'Angelo    Lurleen Lumpkin     055–320     8F19    "Colonel Homer"[80]
3   Kelsey Grammer  Sideshow Bob    056–321     8F20    "Black Widower"[81]
3   Christopher Guest   Nigel Tufnel    057–322     8F21    "The Otto Show"[82]
3   Michael McKean  David St. Hubbins   057–322     8F21    "The Otto Show"[82]
3   Phil Hartman    Troy McClure    058–323     8F22    "Bart's Friend Falls in Love"[83]
3   Kimmy Robertson     Samantha Stanky     058–323     8F22    "Bart's Friend Falls in Love"[84]
3   Danny DeVito    Herbert Powell  058–323     8F23    "Brother, Can You Spare Two Dimes?"[85]
3   Joe Frazier     Himself     058–323     8F23    "Brother, Can You Spare Two Dimes?"[85]
4   Phil Hartman    Troy McClure
4   Jon Lovitz  Llewellyn Sinclair
4   Lona Williams   Debra Jo Smallwood  061–402     8F18    "A Streetcar Named Marge"[88]
4   Bob Hope    Himself     063–404     9F02    "Lisa the Beauty Queen"[89]
4   Lona Williams   Amber Dempsey   063–404     9F02    "Lisa the Beauty Queen"[89]
4   Phil Hartman    Troy McClure
4   Tom Jones   Himself     066–407     9F05    "Marge Gets a Job"[91]
4   Sara Gilbert    Laura Powers    067–408     9F06    "New Kid on the Block"[92]
4   Phil Hartman    Lionel Hutz     067–408     9F06    "New Kid on the Block"[93]
4   Pamela Reed     Ruth Powers     067–408     9F06    "New Kid on the Block"[92]
4   Phil Hartman    Troy McClure    068–409     9F07    "Mr. Plow"[94]
4   Linda Ronstadt  Herself     068–409     9F07    "Mr. Plow"[95]
4   Adam West   Himself     068–409     9F07    "Mr. Plow"[95]
4   Elizabeth Taylor    Maggie Simpson  069–410     9F08    "Lisa's First Word"[96]
4   Phil Hartman    Lyle Lanley     071–412     9F10    "Marge vs. the Monorail"[97]
4   Leonard Nimoy   Himself     071–412     9F10    "Marge vs. the Monorail"[97]
4   Phil Hartman    Lionel Hutz     072–413     9F11    "Selma's Choice"[98]
4   Phil Hartman    Tom
4   Michael Carrington  Sideshow Raheem     074–415     9F13    "I Love Lisa"[68]
4   Phil Hartman    Troy McClure
4   Joyce Brothers  Herself     076–417     9F15    "Last Exit to Springfield"[101]
4   Brooke Shields  Herself     078–419     9F16    "The Front"[102]
4   Barry White     Himself     079–420     9F18    "Whacking Day"[103]
4   David Crosby    Himself     080–421     9F20    "Marge in Chains"[104]
4   Phil Hartman    Troy McClure
4   Johnny Carson   Himself     081–422     9F19    "Krusty Gets Kancelled"[106]
4   Hugh Hefner     Himself     081–422     9F19    "Krusty Gets Kancelled"[106]
4   Bette Midler    Herself     081–422     9F19    "Krusty Gets Kancelled"[106]
4   Luke Perry  Himself     081–422     9F19    "Krusty Gets Kancelled"[106]
4   Red Hot Chili Peppers[F]    Themselves  081–422     9F19    "Krusty Gets Kancelled"[106]
4   Elizabeth Taylor    Herself     081–422     9F19    "Krusty Gets Kancelled"[106]
4   Barry White     Himself     081–422     9F19    "Krusty Gets Kancelled"[106]
5   David Crosby    Himself     082–501     9F21    "Homer's Barbershop Quartet"[107]
5   The Dapper Dans[G]  The singing voices of the Be Sharps     082–501     9F21    "Homer's Barbershop Quartet"[107]
5   George Harrison     Himself     082–501     9F21    "Homer's Barbershop Quartet"[107]
5   Kelsey Grammer  Sideshow Bob    083–502     9F22    "Cape Feare"[108]
5   Ramones[H]  Themselves  085–504     1F01    "Rosebud"[109]
5   Phil Hartman    Lionel Hutz     086–505     1F04    "Treehouse of Horror IV"[110]
5   Frank Welker    Gremlin     086–505     1F04    "Treehouse of Horror IV"[110]
5   George Fenneman     Narrator    086–505     1F03    "Marge on the Lam"[111]
5   Phil Hartman    Troy McClure
5   Pamela Reed     Ruth Powers     086–505     1F03    "Marge on the Lam"[111]
5   Albert Brooks   Brad Goodman    088–507     1F05    "Bart's Inner Child"[113]
5   James Brown     Himself     088–507     1F05    "Bart's Inner Child"[113]
5   Phil Hartman    Troy McClure    088–507     1F05    "Bart's Inner Child"[114]
5   Ernest Borgnine     Himself     089–508     1F06    "Boy-Scoutz 'n the Hood"[115]
5   Phil Hartman    Lionel Hutz     091–510     1F08    "The Last Temptation of Homer"[116]
5   Werner Klemperer    Colonel Klink   091–510     1F08    "The Last Temptation of Homer"[117]
5   Michelle Pfeiffer   Mindy Simmons   091–510     1F08    "The Last Temptation of Homer"[117]
5   Gerry Cooney    Himself     091–510     1F08    "$pringfield (Or, How I Learned to
5   Robert Goulet   Himself     091–510     1F08    "$pringfield (Or, How I Learned to
5   Sam Neill   Molloy  092–511     1F09    "Homer the Vigilante"[119]
5   Conan O'Brien   Himself     093–512     1F11    "Bart Gets Famous"[120]
5   Michael Carrington  Black comedian  094–513     1F10    "Homer and Apu"[68]
5   James Woods     Himself     094–513     1F10    "Homer and Apu"[121]
5   Kathleen Turner     Stacy Lovell    095–514     1F12    "Lisa vs. Malibu Stacy"[122]
5   Buzz Aldrin     Himself     096–515     1F13    "Deep Space Homer"[123]
5   James Taylor    Himself     096–515     1F13    "Deep Space Homer"[123]
5   Frank Welker    Stampy  098–517     1F15    "Bart Gets an Elephant"[124]
5   Phil Hartman    Lionel Hutz     099–518     1F16    "Burns' Heir"[125]
5   Frank Welker    Santa's Little Helper   100–519     1F18    "Sweet Seymour Skinner's Baadasssss Song"[68]
5   Phil Hartman    Lionel Hutz     101–520     1F19    "The Boy Who Knew Too Much"[126]
5   Phil Hartman    Troy McClure    102–521     1F19    "Lady Bouvier's Lover"[127]
5   Phil Hartman    Lionel Hutz     103–522     1F19    "Secrets of a Successful Marriage"[128]
6   Winona Ryder    Allison Taylor  105–602     2F02    "Lisa's Rival"[129]
6   Henry Corden    Fred Flintstone     108–605     1F13    "Sideshow Bob Roberts"[130]
6   Dr. Demento     Himself     108–605     1F13    "Sideshow Bob Roberts"[131]
6   Kelsey Grammer  Sideshow Bob    108–605     1F13    "Sideshow Bob Roberts"[131]
6   Phil Hartman    Lionel Hutz     108–605     1F13    "Sideshow Bob Roberts"[130]
6   Larry King  Himself     108–605     1F13    "Sideshow Bob Roberts"[131]
6   James Earl Jones    Alternate Universe Maggie Simpson   109–606     2F03    "Treehouse of Horror V"[132]
6   Meryl Streep    Jessica Lovejoy     110–607     2F04    "Bart's Girlfriend"[133]
6   Dennis Franz    Himself playing Homer   112–609     2F06    "Homer Badman"[134]
6   Phil Hartman    Troy McClure    113–610     2F07    "Grampa vs. Sexual Inadequacy"[135]
6   Anne Bancroft   Dr. Zweig   114–611     2F08    "Fear of Flying"[136]
6   Ted Danson  Sam Malone  114–611     2F08    "Fear of Flying"[136]
6   Woody Harrelson     Woody Boyd  114–611     2F08    "Fear of Flying"[136]
6   John Ratzenberger   Cliff Clavin    114–611     2F08    "Fear of Flying"[136]
6   Rhea Perlman    Carla Tortelli  114–611     2F08    "Fear of Flying"[136]
6   George Wendt    Norm Peterson   114–611     2F08    "Fear of Flying"[136]
6   Patrick Stewart     Number One  115–612     2F09    "Homer the Great"[137]
6   Dick Cavett     Himself     118–615     2F12    "Homie the Clown"[138]
6   Joe Mantegna    Fat Tony    118–615     2F12    "Homie the Clown"[138]
6   Johnny Unitas   Himself     118–615     2F12    "Homie the Clown"[138]
6   Phil Hartman    Evan Conover    119–616     2F13    "Bart vs. Australia"[139]
6   Mel Brooks  Himself     120–617     2F14    "Homer vs. Patty and Selma"[140]
6   Susan Sarandon  Ballet teacher  120–617     2F14    "Homer vs. Patty and Selma"[140]
6   Phil Hartman    Charlton Heston     121–618     2F31    "A Star Is Burns"[141]
6   Maurice LaMarche    George C. Scott
6   Jon Lovitz  Jay Sherman     121–618     2F31    "A Star Is Burns"[141]
6   Phil Hartman    Troy McClure    122–619     2F15    "Lisa's Wedding"[142]
6   Mandy Patinkin  Hugh Parkfield  122–619     2F15    "Lisa's Wedding"[143]
6   Frank Welker    Santa's Little Helper
6   Steve Allen     Himself     125–622     2F32    "'Round Springfield"[144]
6   Phil Hartman    Lionel Hutz     125–622     2F32    "'Round Springfield"[145]
6   Ron Taylor  Bleeding Gums Murphy    125–622     2F32    "'Round Springfield"[144]
6   Phil Hartman    Lionel Hutz     126–623     2F21    "The Springfield Connection"[146]
6   Tito Puente     Himself     128–625     2F16    "Who Shot Mr. Burns? Part 1"[147]
7   Tito Puente     Himself     129–701     2F20    "Who Shot Mr. Burns? Part 2"[148]
7   Phil Hartman    Lionel Hutz     130–702     2F17    "Radioactive Man"[149]
7   Mickey Rooney   Himself     130–702     2F17    "Radioactive Man"[150]
7   Joan Kenley     Telephone voice     131–703     3F01    "Home Sweet Homediddly-Dum-Doodily"[151]
7   Frank Welker    Monkey  131–703     3F01    "Home Sweet Homediddly-Dum-Doodily"[68]
7   Phil Hartman    Troy McClure    133–705     3F03    "Lisa the Vegetarian"[152]
7   Linda McCartney     Herself     133–705     3F03    "Lisa the Vegetarian"[153]
7   Paul McCartney  Himself     133–705     3F03    "Lisa the Vegetarian"[153]
7   Paul Anka   Himself     134–706     3F04    "Treehouse of Horror VI"[154]
7   Joan Kenley     Telephone voice     135–707     3F05    "King-Size Homer"[155]
7   Glenn Close     Mona Simpson    136–708     3F06    "Mother Simpson"[156]
7   Harry Morgan    Bill Gannon     136–708     3F06    "Mother Simpson"[156]
7   R. Lee Ermey    Colonel Leslie Hapablap     137–709     3F08    "Sideshow Bob's Last Gleaming"[157]
7   Kelsey Grammer  Sideshow Bob    137–709     3F08    "Sideshow Bob's Last Gleaming"[157]
7   Phil Hartman    Troy McClure
7   Phil Hartman    Troy McClure    139–711     3F07    "Marge Be Not Proud"[160]
7   Lawrence Tierney    Don Brodka  139–711     3F07    "Marge Be Not Proud"[161]
7   Tom Kite    Himself     142–714     3F11    "Scenes from the Class Struggle in Springfield"[162]
7   Phil Hartman    Troy McClure    143–715     3F12    "Bart the Fink"[163]
7   Bob Newhart     Himself     143–715     3F12    "Bart the Fink"[164]
7   Phil Hartman    Troy McClure    144–716     3F13    "Lisa the Iconoclast"[165]
7   Donald Sutherland   Hollis Hurlbut  144–716     3F13    "Lisa the Iconoclast"[166]
7   Kirk Douglas    Chester J. Lampwick     146–718     3F16    "The Day the Violence Died"[167]
7   Phil Hartman    Lionel Hutz     146–718     3F16    "The Day the Violence Died"[168]
7   Alex Rocco  Roger Meyers, Jr.   146–718     3F16    "The Day the Violence Died"[167]
7   Jack Sheldon    Amendment   146–718     3F16    "The Day the Violence Died"[167]
7   Suzanne Somers  Herself     146–718     3F16    "The Day the Violence Died"[167]
7   Jeff Goldblum   MacArthur Parker    147–719     3F15    "A Fish Called Selma"[169]
7   Phil Hartman    Troy McClure
7   Jim Lau     Hong Kong doctor    148–720     3F17    "Bart on the Road"[170]
7   Phil Hartman    Lionel Hutz
7   Joe Mantegna    Fat Tony    151–723     3F20    "Much Apu About Nothing"[172]
7   Cypress Hill[I]     Themselves  152–724     3F21    "Homerpalooza"[173]
7   Peter Frampton  Himself     152–724     3F21    "Homerpalooza"[173]
7   The Smashing Pumpkins[J]    Themselves  152–724     3F21    "Homerpalooza"[173]
7   Sonic Youth[K]  Themselves  152–724     3F21    "Homerpalooza"[173]
7   Christina Ricci     Erin    153–725     3F22    "Summer of 4 Ft. 2"[174]
8   Phil Hartman    Bill Clinton    154–801     4F02    "Treehouse of Horror VII"[175]
8   Albert Brooks   Hank Scorpio    155–802     3F23    "You Only Move Twice"[176]
8   Sally Stevens   Sings "Scorpio"     155–802     3F23    "You Only Move Twice"[68]
8   Michael Buffer  Himself     156–803     4F03    "The Homer They Fall"[177]
8   Sally Stevens   Sings "People"  156–803     4F03    "The Homer They Fall"[68]
8   Paul Winfield   Lucius Sweet    156–803     4F03    "The Homer They Fall"[177]
8   Rodney Dangerfield  Larry Burns     157–804     4F05    "Burns, Baby Burns"[178]
8   Jon Lovitz  Jay Sherman     161–808     4F07    "Hurricane Neddy"[179]
8   Johnny Cash     Coyote  162–809     3F24    "El Viaje Misterioso de Nuestro Jomer
8   Gillian Anderson    Dana Scully     163–810     3G01    "The Springfield Files"[181]
8   David Duchovny  Fox Mulder  163–810     3G01    "The Springfield Files"[181]
8   Leonard Nimoy   Himself     163–810     3G01    "The Springfield Files"[181]
8   Joe Mantegna    Fat Tony    164–811     4F08    "The Twisted World of Marge Simpson"[182]
8   Jack Lemmon     Frank Ormand    164–811     4F08    "The Twisted World of Marge Simpson"[182]
8   Phil Hartman    Troy McClure    167–814     4F12    "The Itchy & Scratchy & Poochie Show"[183]
8   Alex Rocco  Roger Meyers Jr.    167–814     4F12    "The Itchy & Scratchy & Poochie Show"[184]
8   John Waters     John    168–815     4F11    "Homer's Phobia"[185]
8   Kelsey Grammer  Sideshow Bob    169–816     4F14    "Brother from Another Series"[186]
8   David Hyde Pierce   Cecil Terwilliger
8   Joe Mantegna    Fat Tony    171–818     4F15    "Homer vs. the Eighteenth Amendment"[188]
8   Dave Thomas     Rex Banner  171–818     4F15    "Homer vs. the Eighteenth Amendment"[188]
8   Frank Welker    Laddie  173–820     4F16    "The Canine Mutiny"[68]
8   Bret Hart   Himself     174–821     4F17    "The Old Man and the Lisa"[189]
8   Denice Kumagai  Dancer  175–822     4F18    "In Marge We Trust"[190]
8   Karen Maruyama  Dancer  175–822     4F18    "In Marge We Trust"[190]
8   Sab Shimono     Mr. Sparkle     175–822     4F18    "In Marge We Trust"[191]
8   Gedde Watanabe  Factory foreman     175–822     4F18    "In Marge We Trust"[190]
8   Frank Welker    Baboons     175–822     4F18    "In Marge We Trust"[68]
8   Frank Welker    Executive Vice President dog    176–823     4F19    "Homer's Enemy"[68]
8   Tim Conway  Himself     177–824     4F20    "The Simpsons Spin-Off Showcase"[192]
8   Phil Hartman    Troy McClure    177–824     4F20    "The Simpsons Spin-Off Showcase"[193]
8   Gailard Sartain     Charles "Big" Daddy     177–824     4F20    "The Simpsons Spin-Off Showcase"[192]
8   Willem Dafoe    The Commandant  176–825     4F19    "The Secret War of Lisa Simpson"[194]
9   Michael Dees    Sings "New York, New York"  179–901     4F22    "The City of New York vs. Homer Simpson"[195]
9   Joan Kenley     Telephone voice     179–901     4F22    "The City of New York vs. Homer Simpson"[195]
9   Martin Sheen    The real Seymour Skinner    180–902     4F23    "The Principal and the Pauper"[196]
9   Fyvush Finkel   Himself playing Krusty  181–903     3G02    "Lisa's Sax"[197]
9   Roy Firestone   Himself     184–906     5F03    "Bart Star"[198]
9   Mike Judge  Hank Hill   184–906     5F03    "Bart Star"[198]
9   Joe Namath  Himself     184–906     5F03    "Bart Star"[198]
9   Jan Hooks   Manjula Nahasapeemapetilon  185–907     5F04    "The Two Mrs. Nahasapeemapetilons"[199]
9   Andrea Martin   Apu's mother    185–907     5F04    "The Two Mrs. Nahasapeemapetilons"[199]
9   Stephen Jay Gould   Himself     186–908     5F05    "Lisa the Skeptic"[200]
9   Phil Hartman    Lionel Hutz     186–908     5F05    "Lisa the Skeptic"[201]
9   Phil Hartman    Lionel Hutz     187–909     5F06    "Realty Bites"[202]
9   Alex Trebek     Himself     188–910     5F07    "Miracle on Evergreen Terrace"[203]
9   Jim Varney  Cooder  190–912     5F08    "Bart Carny"[204]
9   Phil Hartman    Troy McClure    192–914     5F11    "Das Bus"[205]
9   James Earl Jones    Narrator    192–914     5F11    "Das Bus"[206]
9   Jack Ong    Fisherman   192–914     5F11    "Das Bus"[205]
9   Bruce Baum  Himself     193–915     5F10    "The Last Temptation of Krust"[207]
9   Janeane Garofalo    Herself     193–915     5F10    "The Last Temptation of Krust"[207]
9   Bobcat Goldthwait   Himself     193–915     5F10    "The Last Temptation of Krust"[207]
9   Jay Leno    Himself     193–915     5F10    "The Last Temptation of Krust"[207]
9   Hank Williams, Jr.  Sings "Canyonero!"  193–915     5F10    "The Last Temptation of Krust"[207]
9   Steven Wright   Himself     193–915     5F10    "The Last Temptation of Krust"[207]
9   Helen Hunt  Renee   194–916     5F12    "Dumbbell Indemnity"[208]
9   Phil Hartman    Troy McClure    195–917     4F24    "Lisa the Simpson"[209]
9   Phil Hartman    Troy McClure    196–918     5F13    "This Little Wiggy"[210]
9   Michael Carrington  Drill instructor    197–919     3G04    "Simpson Tide"[68]
9   Bob Denver  Himself     197–919     3G04    "Simpson Tide"[211]
9   Rod Steiger     Captain Tenille     197–919     3G04    "Simpson Tide"[211]
9   Paul Winfield   Lucius Sweet    198–920     5F14    "The Trouble with Trillions"[212]
9   Steve Martin    Ray Patterson   200–922     5F09    "Trash of the Titans"[213]
9   Paul McGuinness     Himself     200–922     5F09    "Trash of the Titans"[214]
9   Susie Smith     Herself     200–922     5F09    "Trash of the Titans"[214]
9   U2[L]   Themselves  200–922     5F09    "Trash of the Titans"[213]
9   Brendan Fraser  Brad    201–923     5F16    "King of the Hill"[215]
9   Steven Weber    Neil    201–923     5F16    "King of the Hill"[215]
10  Lisa Kudrow     Alex Whitney    204–1001    5F20    "Lard of the Dance"[216]
10  William Daniels     KITT    205–1002    5F21    "The Wizard of Evergreen Terrace"[217]
10  Phil Hartman    Troy McClure    206–1003    5F22    "Bart the Mother"[218]
10  Robert Englund  Freddy Krueger  207–1004    AABF01  "Treehouse of Horror IX"[219]
10  Kathie Lee Gifford  Herself (live action)   207–1004    AABF01  "Treehouse of Horror IX"[219]
10  Ed McMahon  Himself     207–1004    AABF01  "Treehouse of Horror IX"[219]
10  Regis Philbin   Himself (live action)   207–1004    AABF01  "Treehouse of Horror IX"[219]
10  Jerry Springer  Himself     207–1004    AABF01  "Treehouse of Horror IX"[219]
10  Alec Baldwin    Himself     208–1005    5F19    "When You Dish Upon a Star"[220]
10  Kim Basinger    Herself     208–1005    5F19    "When You Dish Upon a Star"[220]
10  Brian Grazer    Himself     208–1005    5F19    "When You Dish Upon a Star"[220]
10  Ron Howard  Himself     208–1005    5F19    "When You Dish Upon a Star"[220]
10  George Carlin   Munchie     209–1006    AABF02  "D'oh-in in the Wind"[221]
10  Martin Mull     Seth    209–1006    AABF02  "D'oh-in in the Wind"[221]
10  Yo La Tengo     Play the end credits    209–1006    AABF02  "D'oh-in in the Wind"[221]
10  Mark Hamill     Himself
10  Joe Mantegna    Fat Tony    212–1009    AABF05  "Mayored to the Mob"[223]
10  Dick Tufeld     Lost in Space robot     212–1009    AABF05  "Mayored to the Mob"[223]
10  The Moody Blues[M]  Themselves  213–1010    AABF06  "Viva Ned Flanders"[224]
10  Cyndi Lauper    Herself     214–1011    AABF07  "Wild Barts Can't Be Broken"[225]
10  Troy Aikman     Himself     215–1012    AABF08  "Sunday, Cruddy Sunday"[226]
10  Rosey Grier     Himself     215–1012    AABF08  "Sunday, Cruddy Sunday"[226]
10  John Madden     Himself     215–1012    AABF08  "Sunday, Cruddy Sunday"[226]
10  Dan Marino  Himself     215–1012    AABF08  "Sunday, Cruddy Sunday"[226]
10  Rupert Murdoch  Himself     215–1012    AABF08  "Sunday, Cruddy Sunday"[226]
10  Dolly Parton    Herself     215–1012    AABF08  "Sunday, Cruddy Sunday"[226]
10  Pat Summerall   Himself     215–1012    AABF08  "Sunday, Cruddy Sunday"[226]
10  Fred Willard    Wally Kogen     215–1012    AABF08  "Sunday, Cruddy Sunday"[226]
10  Ed Begley, Jr.  Himself     216–1013    AABF09  "Homer to the Max"[228]
10  Jan Hooks   Manjula Nahasapeemapetilon  217–1014    AABF11  "I'm with Cupid"[229]
10  Elton John  Himself     217–1014    AABF11  "I'm with Cupid"[229]
10  John Kassir     Possum  218–1015    AABF10  "Marge Simpson in: "Screaming Yellow Honkers""[68]
10  Jasper Johns    Himself     222–1019    AABF15  "Mom and Pop Art"[230]
10  Isabella Rossellini     Astrid Weller   222–1019    AABF15  "Mom and Pop Art"[230]
10  Jack LaLanne    Himself     223–1020    AABF16  "The Old Man and the "C" Student"[231]
10  NRBQ    Sing "Can't Buy Me Love"    223–1020    AABF16  "The Old Man and the "C" Student"[231]
10  Michael McKean  Jerry Rude  224–1021    AABF17  "Monty Can't Buy Me Love"[232]
10  Stephen Hawking     Himself     225–1022    AABF18  "They Saved Lisa's Brain"[233]
10  Denice Kumagai  Mother  226–1023    AABF20  "Thirty Minutes over Tokyo"[234]
10  Karen Maruyama  Stewardess  226–1023    AABF20  "Thirty Minutes over Tokyo"[234]
10  George Takei    Wink    226–1023    AABF20  "Thirty Minutes over Tokyo"[235]
10  Gedde Watanabe  Waiter
10  Keone Young     Sumo wrestler   226–1023    AABF20  "Thirty Minutes over Tokyo"[234]
11  Jack Burns  Edward Christian    227–1101    AABF23  "Beyond Blunderdome"[236]
11  Mel Gibson  Himself     227–1101    AABF23  "Beyond Blunderdome"[236]
11  Mark McGwire    Himself     228–1102    AABF22  "Brother's Little Helper"[237]
11  Edward Asner    Newspaper editor    229–1103    AABF21  "Guess Who's Coming to Criticize Dinner?"[238]
11  Tom Arnold  Himself     230–1104    BABF01  "Treehouse of Horror X"[239]
11  Dick Clark  Himself     230–1104    BABF01  "Treehouse of Horror X"[239]
11  Lucy Lawless    Herself     230–1104    BABF01  "Treehouse of Horror X"[239]
11  Frank Welker    Werewolf Flanders   230–1104    BABF01  "Treehouse of Horror X"[68]
11  The B-52's  Sing "Glove Slap"   231–1105    AABF19  "E-I-E-I-(Annoyed Grunt)"[240]
11  Frank Welker    Various animals     231–1105    AABF19  "E-I-E-I-(Annoyed Grunt)"[68]
11  Ron Howard  Himself     232–1106    BABF02  "Hello Gutter, Hello Fadder"[241]
11  Penn Jillette   Himself     232–1106    BABF02  "Hello Gutter, Hello Fadder"[241]
11  Pat O'Brien     Himself     232–1106    BABF02  "Hello Gutter, Hello Fadder"[241]
11  Nancy O'Dell    Herself     232–1106    BABF02  "Hello Gutter, Hello Fadder"[241]
11  Teller  Himself     232–1106    BABF02  "Hello Gutter, Hello Fadder"[241]
11  Jan Hooks   Manjula Nahasapeemapetilon  233–1107    BABF03  "Eight Misbehavin'"[242]
11  Garry Marshall  Larry Kidkill   233–1107    BABF03  "Eight Misbehavin'"[242]
11  Butch Patrick   Himself     233–1107    BABF03  "Eight Misbehavin'"[242]
11  Frank Welker    Zoo animals     233–1107    BABF03  "Eight Misbehavin'"[243]
11  John Goodman    Meathook    234–1108    BABF05  "Take My Wife, Sleaze"[244]
11  Jan Hooks   Manjula Nahasapeemapetilon  234–1108    BABF05  "Take My Wife, Sleaze"[244]
11  Jay North   Himself     234–1108    BABF05  "Take My Wife, Sleaze"[244]
11  NRBQ    Perform various songs   234–1108    BABF05  "Take My Wife, Sleaze"[244]
11  Henry Winkler   Ramrod  234–1108    BABF05  "Take My Wife, Sleaze"[244]
11  Clarence Clemons    Narrator    235–1109    BABF07  "Grift of the Magi"[245]
11  Gary Coleman    Himself     235–1109    BABF07  "Grift of the Magi"[245]
11  Joe Mantegna    Fat Tony    235–1109    BABF07  "Grift of the Magi"[245]
11  Tim Robbins     Jim Hope    235–1109    BABF07  "Grift of the Magi"[245]
